Local time,Open,High,Low,Close,Volume
15.11.2020 00:00:00.000 GMT+0200,138.046,138.046,138.046,138.046,0
16.11.2020 00:00:00.000 GMT+0200,137.943,138.863,137.663,137.946,175990.30080000003
17.11.2020 00:00:00.000 GMT+0200,137.947,138.355,137.812,137.994,172566.7009
18.11.2020 00:00:00.000 GMT+0200,137.995,138.186,137.687,137.792,162495.5803
19.11.2020 00:00:00.000 GMT+0200,137.792,138.000,137.190,137.579,181857.28989999997
20.11.2020 00:00:00.000 GMT+0200,137.579,138.054,137.415,137.939,159500.2703
21.11.2020 00:00:00.000 GMT+0200,137.939,137.939,137.939,137.939,0
22.11.2020 00:00:00.000 GMT+0200,137.939,137.939,137.939,137.939,0
23.11.2020 00:00:00.000 GMT+0200,137.915,139.336,137.814,139.221,177856.46020000003
24.11.2020 00:00:00.000 GMT+0200,139.220,139.837,139.069,139.513,186757.9795
25.11.2020 00:00:00.000 GMT+0200,139.513,139.854,138.996,139.781,186711.3408
26.11.2020 00:00:00.000 GMT+0200,139.769,139.836,138.922,139.240,120013.14949999998
27.11.2020 00:00:00.000 GMT+0200,139.266,139.293,138.274,138.447,147116.7393
28.11.2020 00:00:00.000 GMT+0200,138.447,138.447,138.447,138.447,0
29.11.2020 00:00:00.000 GMT+0200,138.447,138.447,138.447,138.447,0
30.11.2020 00:00:00.000 GMT+0200,138.667,139.466,138.416,138.947,191666.0179
01.12.2020 00:00:00.000 GMT+0200,138.935,140.309,138.917,139.979,169729.63079999998
02.12.2020 00:00:00.000 GMT+0200,140.057,140.444,138.886,139.535,193234.338
03.12.2020 00:00:00.000 GMT+0200,139.535,140.286,139.514,139.643,181278.299
04.12.2020 00:00:00.000 GMT+0200,139.643,140.703,139.440,139.937,197111.2202
05.12.2020 00:00:00.000 GMT+0200,139.937,139.937,139.937,139.937,0
06.12.2020 00:00:00.000 GMT+0200,139.937,139.937,139.937,139.937,0
07.12.2020 00:00:00.000 GMT+0200,139.595,139.871,137.900,139.176,191869.0928
08.12.2020 00:00:00.000 GMT+0200,139.151,139.368,138.402,139.095,190066.08169999998
09.12.2020 00:00:00.000 GMT+0200,139.095,140.329,139.095,139.665,157816.69929999998
10.12.2020 00:00:00.000 GMT+0200,139.640,139.773,138.381,138.528,190562.32160000005
11.12.2020 00:00:00.000 GMT+0200,138.527,138.731,136.785,137.506,172331.5989
12.12.2020 00:00:00.000 GMT+0200,137.506,137.506,137.506,137.506,0
13.12.2020 00:00:00.000 GMT+0200,137.506,137.506,137.506,137.506,0
14.12.2020 00:00:00.000 GMT+0200,138.943,139.430,138.262,138.632,170303.2776
15.12.2020 00:00:00.000 GMT+0200,138.560,139.599,138.277,139.521,170312.2904
16.12.2020 00:00:00.000 GMT+0200,139.545,140.063,139.146,139.743,191991.79749999996
17.12.2020 00:00:00.000 GMT+0200,139.771,140.445,139.574,140.057,180338.39010000002
18.12.2020 00:00:00.000 GMT+0200,140.029,140.321,139.311,139.728,168813.0207
19.12.2020 00:00:00.000 GMT+0200,139.728,139.728,139.728,139.728,0
20.12.2020 00:00:00.000 GMT+0200,139.728,139.728,139.728,139.728,0
21.12.2020 00:00:00.000 GMT+0200,138.695,139.527,136.962,139.058,276517.0397
22.12.2020 00:00:00.000 GMT+0200,139.068,139.147,137.995,138.428,215098.4805
23.12.2020 00:00:00.000 GMT+0200,138.429,140.313,138.362,139.695,220529.8584
24.12.2020 00:00:00.000 GMT+0200,139.652,141.211,139.648,140.325,158673.5604
25.12.2020 00:00:00.000 GMT+0200,140.378,140.764,140.069,140.101,3893.2300000000005
26.12.2020 00:00:00.000 GMT+0200,140.101,140.101,140.101,140.101,0
27.12.2020 00:00:00.000 GMT+0200,140.101,140.101,140.101,140.101,0
28.12.2020 00:00:00.000 GMT+0200,140.262,140.569,139.474,139.563,166981.7407
29.12.2020 00:00:00.000 GMT+0200,139.596,140.165,139.505,139.866,239786.60940000002
30.12.2020 00:00:00.000 GMT+0200,139.841,140.662,139.705,140.572,185966.78949999998
31.12.2020 00:00:00.000 GMT+0200,140.579,141.248,140.357,141.168,179319.54019999996
01.01.2021 00:00:00.000 GMT+0200,141.168,141.168,141.168,141.168,0
02.01.2021 00:00:00.000 GMT+0200,141.168,141.168,141.168,141.168,0
03.01.2021 00:00:00.000 GMT+0200,141.168,141.168,141.168,141.168,0
04.01.2021 00:00:00.000 GMT+0200,140.730,141.304,139.687,139.903,236532.62290000005
05.01.2021 00:00:00.000 GMT+0200,139.902,140.149,139.508,139.966,221913.55979999996
06.01.2021 00:00:00.000 GMT+0200,139.963,140.570,139.752,140.216,292738.36100000003
07.01.2021 00:00:00.000 GMT+0200,140.196,140.990,140.103,140.752,245728.34060000005
08.01.2021 00:00:00.000 GMT+0200,140.755,141.376,140.733,140.928,255271.43050000002
09.01.2021 00:00:00.000 GMT+0200,140.928,140.928,140.928,140.928,0
10.01.2021 00:00:00.000 GMT+0200,140.928,140.928,140.928,140.928,0
11.01.2021 00:00:00.000 GMT+0200,140.759,140.968,140.334,140.878,211033.84010000003
12.01.2021 00:00:00.000 GMT+0200,140.879,142.028,140.712,141.769,204501.87019999998
13.01.2021 00:00:00.000 GMT+0200,141.766,142.257,141.522,141.637,190010.8585
14.01.2021 00:00:00.000 GMT+0200,141.634,142.235,141.594,142.075,205284.36989999996
15.01.2021 00:00:00.000 GMT+0200,142.064,142.115,140.954,141.041,186610.07080000004
16.01.2021 00:00:00.000 GMT+0200,141.041,141.041,141.041,141.041,0
17.01.2021 00:00:00.000 GMT+0200,141.041,141.041,141.041,141.041,0
18.01.2021 00:00:00.000 GMT+0200,141.082,141.195,140.354,140.862,173677.63000000003
19.01.2021 00:00:00.000 GMT+0200,140.870,141.734,140.743,141.563,156165.90039999998
20.01.2021 00:00:00.000 GMT+0200,141.568,142.336,141.082,141.330,163292.97069999995
21.01.2021 00:00:00.000 GMT+0200,141.324,142.215,141.285,142.110,165753.5013
22.01.2021 00:00:00.000 GMT+0200,142.119,142.200,141.508,141.928,143346.29050000003
23.01.2021 00:00:00.000 GMT+0200,141.928,141.928,141.928,141.928,0
24.01.2021 00:00:00.000 GMT+0200,141.928,141.928,141.928,141.928,0
25.01.2021 00:00:00.000 GMT+0200,142.001,142.322,141.650,141.870,170006.9901
26.01.2021 00:00:00.000 GMT+0200,141.869,142.452,141.277,142.305,159823.57109999997
27.01.2021 00:00:00.000 GMT+0200,142.305,142.856,142.195,142.481,183077.3993
28.01.2021 00:00:00.000 GMT+0200,142.494,143.262,142.186,143.041,191564.6499
29.01.2021 00:00:00.000 GMT+0200,143.041,143.953,142.991,143.423,216603.44130000006
30.01.2021 00:00:00.000 GMT+0200,143.423,143.423,143.423,143.423,0
31.01.2021 00:00:00.000 GMT+0200,143.423,143.423,143.423,143.423,0
01.02.2021 00:00:00.000 GMT+0200,143.597,144.096,143.319,143.349,158481.76969999998
02.02.2021 00:00:00.000 GMT+0200,143.349,143.772,143.127,143.463,147847.11920000002
03.02.2021 00:00:00.000 GMT+0200,143.465,143.683,143.108,143.299,131104.4296
04.02.2021 00:00:00.000 GMT+0200,143.307,144.361,142.834,144.261,147696.26850000003
05.02.2021 00:00:00.000 GMT+0200,144.261,144.887,144.122,144.660,135562.4397
06.02.2021 00:00:00.000 GMT+0200,144.660,144.660,144.660,144.660,0
07.02.2021 00:00:00.000 GMT+0200,144.660,144.660,144.660,144.660,0
08.02.2021 00:00:00.000 GMT+0200,144.440,144.930,144.406,144.528,129278.3502
09.02.2021 00:00:00.000 GMT+0200,144.519,144.667,144.032,144.470,132204.03
10.02.2021 00:00:00.000 GMT+0200,144.472,145.063,144.365,144.652,140735.0306
11.02.2021 00:00:00.000 GMT+0200,144.637,144.902,144.537,144.658,106198.2405
12.02.2021 00:00:00.000 GMT+0200,144.697,145.473,144.494,145.335,111432.05899999996
13.02.2021 00:00:00.000 GMT+0200,145.335,145.335,145.335,145.335,0
14.02.2021 00:00:00.000 GMT+0200,145.335,145.335,145.335,145.335,0
15.02.2021 00:00:00.000 GMT+0200,145.263,146.631,145.263,146.479,118080.33990000002
16.02.2021 00:00:00.000 GMT+0200,146.460,147.454,146.351,147.408,152603.4703
17.02.2021 00:00:00.000 GMT+0200,147.407,147.565,146.415,146.653,152650.4897
18.02.2021 00:00:00.000 GMT+0200,146.676,147.785,146.547,147.692,124516.11039999996
19.02.2021 00:00:00.000 GMT+0200,147.696,148.154,147.281,147.616,116592.4694
20.02.2021 00:00:00.000 GMT+0200,147.616,147.616,147.616,147.616,0
21.02.2021 00:00:00.000 GMT+0200,147.616,147.616,147.616,147.616,0
22.02.2021 00:00:00.000 GMT+0200,147.672,148.292,147.541,147.748,134783.24060000002
23.02.2021 00:00:00.000 GMT+0200,147.740,148.609,147.659,148.471,122327.7602
24.02.2021 00:00:00.000 GMT+0200,148.468,150.104,148.400,149.710,154614.7007
25.02.2021 00:00:00.000 GMT+0200,149.701,150.439,148.476,148.802,200402.40789999996
26.02.2021 00:00:00.000 GMT+0200,148.795,149.168,147.399,148.284,241372.1995
27.02.2021 00:00:00.000 GMT+0200,148.284,148.284,148.284,148.284,0
28.02.2021 00:00:00.000 GMT+0200,148.284,148.284,148.284,148.284,0
01.03.2021 00:00:00.000 GMT+0200,148.335,149.297,148.280,148.658,158164.84949999998
02.03.2021 00:00:00.000 GMT+0200,148.658,149.191,148.111,148.851,156448.0208
03.03.2021 00:00:00.000 GMT+0200,148.855,149.695,148.783,149.275,167964.00040000002
04.03.2021 00:00:00.000 GMT+0200,149.241,150.728,149.041,149.995,220657.8095
05.03.2021 00:00:00.000 GMT+0200,150.003,150.366,149.353,149.908,243278.85070000007
06.03.2021 00:00:00.000 GMT+0200,149.908,149.908,149.908,149.908,0
07.03.2021 00:00:00.000 GMT+0200,149.908,149.908,149.908,149.908,0
08.03.2021 00:00:00.000 GMT+0200,149.419,150.695,149.419,150.493,213368.16300000003
09.03.2021 00:00:00.000 GMT+0200,150.493,151.278,150.355,150.631,211796.44939999998
10.03.2021 00:00:00.000 GMT+0200,150.675,151.188,150.596,150.931,182368.12960000001
11.03.2021 00:00:00.000 GMT+0200,150.926,151.829,150.880,151.784,179620.4391
12.03.2021 00:00:00.000 GMT+0200,151.784,152.234,151.226,151.706,179565.7295
13.03.2021 00:00:00.000 GMT+0200,151.706,151.706,151.706,151.706,0
14.03.2021 00:00:00.000 GMT+0200,151.706,151.706,151.706,151.706,0
14.03.2021 23:00:00.000 GMT+0200,151.653,152.111,151.198,151.614,167426.79100000003
15.03.2021 23:00:00.000 GMT+0200,151.446,151.753,150.785,151.387,157132.59950000004
16.03.2021 23:00:00.000 GMT+0200,151.374,152.067,151.338,151.951,172346.5101
17.03.2021 23:00:00.000 GMT+0200,151.976,152.548,151.455,151.553,207358.25799999997
18.03.2021 23:00:00.000 GMT+0200,151.704,151.826,150.562,150.929,174415.03959999996
19.03.2021 23:00:00.000 GMT+0200,150.929,150.929,150.929,150.929,0
20.03.2021 23:00:00.000 GMT+0200,150.929,150.929,150.929,150.929,0
21.03.2021 23:00:00.000 GMT+0200,150.279,150.930,150.252,150.886,130210.99080000003
22.03.2021 23:00:00.000 GMT+0200,150.882,150.889,149.076,149.294,161702.40919999997
23.03.2021 23:00:00.000 GMT+0200,149.308,149.442,148.523,148.772,150722.9488
24.03.2021 23:00:00.000 GMT+0200,148.775,150.053,148.755,149.915,155183.2007
25.03.2021 23:00:00.000 GMT+0200,149.919,151.542,149.815,151.227,136717.2999
27.03.2021 00:00:00.000 GMT+0300,151.227,151.227,151.227,151.227,0
28.03.2021 00:00:00.000 GMT+0300,151.227,151.227,151.227,151.227,0
29.03.2021 00:00:00.000 GMT+0300,151.290,151.806,150.578,151.073,139137.24980000002
30.03.2021 00:00:00.000 GMT+0300,151.055,151.940,151.010,151.604,137529.5898
31.03.2021 00:00:00.000 GMT+0300,151.617,152.781,151.469,152.564,157056.8199
01.04.2021 00:00:00.000 GMT+0300,152.519,153.068,152.288,152.982,152793.11150000003
02.04.2021 00:00:00.000 GMT+0300,152.976,153.198,152.698,152.963,172794.03129999997
03.04.2021 00:00:00.000 GMT+0300,152.963,152.963,152.963,152.963,0
04.04.2021 00:00:00.000 GMT+0300,152.963,152.963,152.963,152.963,0
05.04.2021 00:00:00.000 GMT+0300,152.902,153.363,152.835,153.111,95869.35009999998
06.04.2021 00:00:00.000 GMT+0300,153.113,153.412,151.677,151.692,149633.79900000003
07.04.2021 00:00:00.000 GMT+0300,151.688,152.071,150.655,150.887,155201.78970000002
08.04.2021 00:00:00.000 GMT+0300,150.881,151.088,149.880,150.037,137270.7003
09.04.2021 00:00:00.000 GMT+0300,150.044,150.933,149.586,150.263,127781.82900000001
10.04.2021 00:00:00.000 GMT+0300,150.263,150.263,150.263,150.263,0
11.04.2021 00:00:00.000 GMT+0300,150.263,150.263,150.263,150.263,0
12.04.2021 00:00:00.000 GMT+0300,150.245,150.586,149.752,150.279,114862.0604
13.04.2021 00:00:00.000 GMT+0300,150.234,150.825,149.665,149.966,132626.1298
14.04.2021 00:00:00.000 GMT+0300,149.958,150.453,149.582,150.063,124554.17050000002
15.04.2021 00:00:00.000 GMT+0300,150.056,150.199,149.682,149.903,122848.45980000001
16.04.2021 00:00:00.000 GMT+0300,149.920,150.628,149.381,150.544,133560.9208
17.04.2021 00:00:00.000 GMT+0300,150.544,150.544,150.544,150.544,0
18.04.2021 00:00:00.000 GMT+0300,150.544,150.544,150.544,150.544,0
19.04.2021 00:00:00.000 GMT+0300,150.427,151.316,149.887,151.252,166950.3604
20.04.2021 00:00:00.000 GMT+0300,151.255,151.978,150.557,150.620,151321.26050000003
21.04.2021 00:00:00.000 GMT+0300,150.617,150.968,150.041,150.505,135961.8896
22.04.2021 00:00:00.000 GMT+0300,150.503,150.649,149.392,149.392,140737.78110000002
23.04.2021 00:00:00.000 GMT+0300,149.392,149.950,149.056,149.677,132591.5404
24.04.2021 00:00:00.000 GMT+0300,149.677,149.677,149.677,149.677,0
25.04.2021 00:00:00.000 GMT+0300,149.677,149.677,149.677,149.677,0
26.04.2021 00:00:00.000 GMT+0300,149.682,150.378,149.533,150.208,136682.4801
27.04.2021 00:00:00.000 GMT+0300,150.211,151.248,150.129,151.182,124469.0509
28.04.2021 00:00:00.000 GMT+0300,151.170,151.565,151.008,151.277,153464.06089999998
29.04.2021 00:00:00.000 GMT+0300,151.281,152.406,151.216,151.824,131747.51909999998
30.04.2021 00:00:00.000 GMT+0300,151.824,152.111,150.869,150.988,144764.11000000002
01.05.2021 00:00:00.000 GMT+0300,150.988,150.988,150.988,150.988,0
02.05.2021 00:00:00.000 GMT+0300,150.988,150.988,150.988,150.988,0
03.05.2021 00:00:00.000 GMT+0300,150.858,151.927,150.790,151.687,109492.83980000002
04.05.2021 00:00:00.000 GMT+0300,151.688,152.055,150.995,151.813,154624.16939999998
05.05.2021 00:00:00.000 GMT+0300,151.815,152.230,151.722,151.795,113934.06960000002
06.05.2021 00:00:00.000 GMT+0300,151.731,152.119,151.245,151.453,155244.5908
07.05.2021 00:00:00.000 GMT+0300,151.446,152.112,151.261,151.845,173723.75939999998
08.05.2021 00:00:00.000 GMT+0300,151.845,151.845,151.845,151.845,0
09.05.2021 00:00:00.000 GMT+0300,151.845,151.845,151.845,151.845,0
10.05.2021 00:00:00.000 GMT+0300,152.018,154.023,151.926,153.587,175207.5301
11.05.2021 00:00:00.000 GMT+0300,153.584,153.958,153.144,153.585,168085.47879999998
12.05.2021 00:00:00.000 GMT+0300,153.548,154.429,153.520,154.089,189984.18060000002
13.05.2021 00:00:00.000 GMT+0300,154.094,154.335,153.462,153.747,168583.41990000004
14.05.2021 00:00:00.000 GMT+0300,153.744,154.285,153.608,154.145,125072.45079999999
15.05.2021 00:00:00.000 GMT+0300,154.145,154.145,154.145,154.145,0
16.05.2021 00:00:00.000 GMT+0300,154.145,154.145,154.145,154.145,0
17.05.2021 00:00:00.000 GMT+0300,154.089,154.463,153.730,154.315,132560.0695
18.05.2021 00:00:00.000 GMT+0300,154.283,154.828,154.283,154.464,137752.77919999996
19.05.2021 00:00:00.000 GMT+0300,154.461,154.808,153.536,154.145,192724.8721
20.05.2021 00:00:00.000 GMT+0300,154.142,154.412,153.617,154.330,146966.7293
21.05.2021 00:00:00.000 GMT+0300,154.337,154.674,154.008,154.150,142338.0594
22.05.2021 00:00:00.000 GMT+0300,154.150,154.150,154.150,154.150,0
23.05.2021 00:00:00.000 GMT+0300,154.150,154.150,154.150,154.150,0
24.05.2021 00:00:00.000 GMT+0300,154.085,154.156,153.767,153.898,118526.18090000002
25.05.2021 00:00:00.000 GMT+0300,153.916,154.446,153.772,153.873,148931.2603
26.05.2021 00:00:00.000 GMT+0300,153.862,154.344,153.770,154.070,127101.09889999998
27.05.2021 00:00:00.000 GMT+0300,154.065,156.073,153.838,155.952,162066.281
28.05.2021 00:00:00.000 GMT+0300,155.822,156.055,155.583,155.829,152653.2587
29.05.2021 00:00:00.000 GMT+0300,155.829,155.829,155.829,155.829,0
30.05.2021 00:00:00.000 GMT+0300,155.829,155.829,155.829,155.829,0
31.05.2021 00:00:00.000 GMT+0300,155.602,155.913,155.297,155.710,98548.47009999999
01.06.2021 00:00:00.000 GMT+0300,155.642,155.930,154.838,154.839,138111.0802
02.06.2021 00:00:00.000 GMT+0300,154.836,155.500,154.758,155.198,123124.38909999999
03.06.2021 00:00:00.000 GMT+0300,155.197,155.814,155.151,155.545,129564.21959999998
04.06.2021 00:00:00.000 GMT+0300,155.560,155.749,155.028,155.040,123639.2796
05.06.2021 00:00:00.000 GMT+0300,155.040,155.040,155.040,155.040,0
06.06.2021 00:00:00.000 GMT+0300,155.040,155.040,155.040,155.040,0
07.06.2021 00:00:00.000 GMT+0300,155.027,155.278,154.546,154.894,110326.8492
08.06.2021 00:00:00.000 GMT+0300,154.884,155.089,154.552,154.977,113950.88069999998
09.06.2021 00:00:00.000 GMT+0300,154.969,155.312,154.478,154.708,102300.52059999997
10.06.2021 00:00:00.000 GMT+0300,154.699,155.210,154.127,154.951,153568.84970000002
11.06.2021 00:00:00.000 GMT+0300,154.953,155.205,154.638,154.736,130406.409
12.06.2021 00:00:00.000 GMT+0300,154.736,154.736,154.736,154.736,0
13.06.2021 00:00:00.000 GMT+0300,154.736,154.736,154.736,154.736,0
14.06.2021 00:00:00.000 GMT+0300,154.584,155.343,154.317,155.272,109298.05119999999
15.06.2021 00:00:00.000 GMT+0300,155.251,155.482,154.530,154.994,117296.44039999999
16.06.2021 00:00:00.000 GMT+0300,154.941,155.375,154.670,154.836,159763.6422
17.06.2021 00:00:00.000 GMT+0300,154.784,155.009,153.141,153.412,186869.74879999994
18.06.2021 00:00:00.000 GMT+0300,153.258,153.772,151.984,152.094,185683.98050000003
19.06.2021 00:00:00.000 GMT+0300,152.094,152.094,152.094,152.094,0
20.06.2021 00:00:00.000 GMT+0300,152.094,152.094,152.094,152.094,0
21.06.2021 00:00:00.000 GMT+0300,152.061,153.727,151.309,153.613,179564.7811
22.06.2021 00:00:00.000 GMT+0300,153.645,154.464,153.093,154.306,135804.5188
23.06.2021 00:00:00.000 GMT+0300,154.318,155.153,154.204,154.876,125521.69060000002
24.06.2021 00:00:00.000 GMT+0300,154.874,155.140,153.823,154.327,142866.8801
25.06.2021 00:00:00.000 GMT+0300,154.242,154.530,153.594,153.757,104757.2703
26.06.2021 00:00:00.000 GMT+0300,153.757,153.757,153.757,153.757,0
27.06.2021 00:00:00.000 GMT+0300,153.757,153.757,153.757,153.757,0
28.06.2021 00:00:00.000 GMT+0300,153.666,154.222,153.384,153.560,107961.8303
29.06.2021 00:00:00.000 GMT+0300,153.560,153.590,152.608,152.852,109490.7006
30.06.2021 00:00:00.000 GMT+0300,152.847,153.751,152.662,153.641,138600.701
01.07.2021 00:00:00.000 GMT+0300,153.647,153.968,153.349,153.487,129373.38909999999
02.07.2021 00:00:00.000 GMT+0300,153.410,153.730,153.079,153.485,138115.46000000002
03.07.2021 00:00:00.000 GMT+0300,153.485,153.485,153.485,153.485,0
04.07.2021 00:00:00.000 GMT+0300,153.485,153.485,153.485,153.485,0
05.07.2021 00:00:00.000 GMT+0300,153.407,153.742,153.285,153.542,113735.2912
06.07.2021 00:00:00.000 GMT+0300,153.481,154.068,152.351,152.601,141906.04009999998
07.07.2021 00:00:00.000 GMT+0300,152.603,153.170,152.285,152.640,162911.96100000004
08.07.2021 00:00:00.000 GMT+0300,152.659,152.736,150.661,151.333,187233.4108
09.07.2021 00:00:00.000 GMT+0300,151.115,153.148,151.059,153.026,204226.2194
10.07.2021 00:00:00.000 GMT+0300,153.026,153.026,153.026,153.026,0
11.07.2021 00:00:00.000 GMT+0300,153.026,153.026,153.026,153.026,0
12.07.2021 00:00:00.000 GMT+0300,152.943,153.343,152.407,153.189,151949.4292
13.07.2021 00:00:00.000 GMT+0300,153.199,153.482,152.413,152.745,161756.39979999998
14.07.2021 00:00:00.000 GMT+0300,152.743,153.296,152.337,152.384,170144.1922
15.07.2021 00:00:00.000 GMT+0300,152.375,152.801,151.603,151.843,173345.7492
16.07.2021 00:00:00.000 GMT+0300,151.867,152.607,151.423,151.478,134233.28859999997
17.07.2021 00:00:00.000 GMT+0300,151.478,151.478,151.478,151.478,0
18.07.2021 00:00:00.000 GMT+0300,151.478,151.478,151.478,151.478,0
19.07.2021 00:00:00.000 GMT+0300,151.393,151.527,149.326,149.644,181732.3094
20.07.2021 00:00:00.000 GMT+0300,149.509,149.972,148.457,149.655,172331.1093
21.07.2021 00:00:00.000 GMT+0300,149.597,151.338,149.284,151.191,142490.99899999998
22.07.2021 00:00:00.000 GMT+0300,151.166,151.910,150.734,151.603,140555.99990000002
23.07.2021 00:00:00.000 GMT+0300,151.593,152.157,151.313,151.952,125104.39039999997
24.07.2021 00:00:00.000 GMT+0300,151.952,151.952,151.952,151.952,0
25.07.2021 00:00:00.000 GMT+0300,151.952,151.952,151.952,151.952,0
26.07.2021 00:00:00.000 GMT+0300,151.932,152.604,151.400,152.485,129554.0289
27.07.2021 00:00:00.000 GMT+0300,152.484,152.581,151.570,152.284,133915.1588
28.07.2021 00:00:00.000 GMT+0300,152.284,152.988,152.174,152.762,145311.07069999998
29.07.2021 00:00:00.000 GMT+0300,152.754,153.441,152.509,152.749,117075.7096
30.07.2021 00:00:00.000 GMT+0300,152.744,153.210,152.435,152.450,125878.95929999997
31.07.2021 00:00:00.000 GMT+0300,152.450,152.450,152.450,152.450,0
01.08.2021 00:00:00.000 GMT+0300,152.450,152.450,152.450,152.450,0
02.08.2021 00:00:00.000 GMT+0300,152.419,152.858,151.533,151.680,103565.90960000001
03.08.2021 00:00:00.000 GMT+0300,151.656,152.197,151.162,151.684,124530.03050000001
04.08.2021 00:00:00.000 GMT+0300,151.684,152.511,151.510,152.033,116509.1905
05.08.2021 00:00:00.000 GMT+0300,152.032,153.029,151.992,152.842,111568.2198
06.08.2021 00:00:00.000 GMT+0300,152.831,153.245,152.653,152.895,101350.6895
07.08.2021 00:00:00.000 GMT+0300,152.895,152.895,152.895,152.895,0
08.08.2021 00:00:00.000 GMT+0300,152.895,152.895,152.895,152.895,0
09.08.2021 00:00:00.000 GMT+0300,152.868,153.065,152.574,152.744,100689.50920000001
10.08.2021 00:00:00.000 GMT+0300,152.687,153.313,152.616,152.956,92632.02049999998
11.08.2021 00:00:00.000 GMT+0300,152.894,153.293,152.804,153.048,95157.5299
12.08.2021 00:00:00.000 GMT+0300,153.060,153.196,152.326,152.463,83072.5697
13.08.2021 00:00:00.000 GMT+0300,152.452,152.552,151.915,151.915,76607.4298
14.08.2021 00:00:00.000 GMT+0300,151.915,151.915,151.915,151.915,0
15.08.2021 00:00:00.000 GMT+0300,151.915,151.915,151.915,151.915,0
16.08.2021 00:00:00.000 GMT+0300,151.796,152.196,150.919,151.227,102920.0304
17.08.2021 00:00:00.000 GMT+0300,151.227,151.336,150.352,150.585,106861.8402
18.08.2021 00:00:00.000 GMT+0300,150.512,151.402,150.172,150.960,94967.06039999999
19.08.2021 00:00:00.000 GMT+0300,150.960,151.212,149.597,149.597,126251.56940000002
20.08.2021 00:00:00.000 GMT+0300,149.623,149.881,149.181,149.513,98472.9093
21.08.2021 00:00:00.000 GMT+0300,149.513,149.513,149.513,149.513,0
22.08.2021 00:00:00.000 GMT+0300,149.513,149.513,149.513,149.513,0
23.08.2021 00:00:00.000 GMT+0300,149.202,150.756,149.198,150.446,102213.50920000001
24.08.2021 00:00:00.000 GMT+0300,150.486,151.006,150.053,150.459,91814.6798
25.08.2021 00:00:00.000 GMT+0300,150.490,151.453,150.442,151.303,94364.1299
26.08.2021 00:00:00.000 GMT+0300,151.297,151.592,150.611,150.799,105114.4612
27.08.2021 00:00:00.000 GMT+0300,150.768,151.516,150.459,151.147,114494.3702
28.08.2021 00:00:00.000 GMT+0300,151.147,151.147,151.147,151.147,0
29.08.2021 00:00:00.000 GMT+0300,151.147,151.147,151.147,151.147,0
30.08.2021 00:00:00.000 GMT+0300,151.068,151.281,150.943,151.174,64452.92
31.08.2021 00:00:00.000 GMT+0300,151.178,151.591,151.049,151.292,120119.01030000001
01.09.2021 00:00:00.000 GMT+0300,151.282,151.944,151.158,151.440,112381.50009999999
02.09.2021 00:00:00.000 GMT+0300,151.419,152.192,151.346,152.034,101823.61909999998
03.09.2021 00:00:00.000 GMT+0300,152.038,152.292,151.770,152.019,110173.0708
04.09.2021 00:00:00.000 GMT+0300,152.019,152.019,152.019,152.019,0
05.09.2021 00:00:00.000 GMT+0300,152.019,152.019,152.019,152.019,0
06.09.2021 00:00:00.000 GMT+0300,151.936,152.253,151.793,151.865,80044.4793
07.09.2021 00:00:00.000 GMT+0300,151.859,152.220,151.495,151.955,114672.46010000001
08.09.2021 00:00:00.000 GMT+0300,151.936,152.087,151.459,151.797,112252.94020000001
09.09.2021 00:00:00.000 GMT+0300,151.793,152.168,151.417,151.741,116069.131
10.09.2021 00:00:00.000 GMT+0300,151.764,152.638,151.763,152.001,111841.95040000002
11.09.2021 00:00:00.000 GMT+0300,152.001,152.001,152.001,152.001,0
12.09.2021 00:00:00.000 GMT+0300,152.001,152.001,152.001,152.001,0
13.09.2021 00:00:00.000 GMT+0300,151.838,152.324,151.823,152.159,102612.12009999999
14.09.2021 00:00:00.000 GMT+0300,152.172,152.848,151.324,151.420,117100.96029999998
15.09.2021 00:00:00.000 GMT+0300,151.421,151.553,150.825,151.316,111257.33069999998
16.09.2021 00:00:00.000 GMT+0300,151.326,151.567,150.870,151.289,113573.92979999995
17.09.2021 00:00:00.000 GMT+0300,151.310,151.925,150.945,150.973,113955.56060000001
18.09.2021 00:00:00.000 GMT+0300,150.973,150.973,150.973,150.973,0
19.09.2021 00:00:00.000 GMT+0300,150.973,150.973,150.973,150.973,0
20.09.2021 00:00:00.000 GMT+0300,150.895,151.090,149.172,149.347,132295.0285
21.09.2021 00:00:00.000 GMT+0300,149.282,150.130,148.952,149.137,125496.87970000002
22.09.2021 00:00:00.000 GMT+0300,149.129,149.958,149.010,149.421,149780.80839999998
23.09.2021 00:00:00.000 GMT+0300,149.407,151.478,149.401,151.348,133165.15000000002
24.09.2021 00:00:00.000 GMT+0300,151.349,151.731,150.997,151.319,128460.72989999999
25.09.2021 00:00:00.000 GMT+0300,151.319,151.319,151.319,151.319,0
26.09.2021 00:00:00.000 GMT+0300,151.319,151.319,151.319,151.319,0
27.09.2021 00:00:00.000 GMT+0300,151.231,152.196,151.115,151.971,121952.5708
28.09.2021 00:00:00.000 GMT+0300,151.997,152.568,150.537,150.868,165635.3294
29.09.2021 00:00:00.000 GMT+0300,150.880,151.188,149.907,150.293,166641.94050000003
30.09.2021 00:00:00.000 GMT+0300,150.276,150.945,149.801,149.864,156499.56960000002
