Local time,Open,High,Low,Close,Volume
01.10.2021 00:00:00.000 GMT+0300,149.836,150.740,149.226,150.415,182527.81840000002
02.10.2021 00:00:00.000 GMT+0300,150.415,150.415,150.415,150.415,0
03.10.2021 00:00:00.000 GMT+0300,150.415,150.415,150.415,150.415,0
04.10.2021 00:00:00.000 GMT+0300,150.333,151.520,150.073,150.920,160539.5298
05.10.2021 00:00:00.000 GMT+0300,150.832,152.047,150.744,151.856,149155.66739999998
06.10.2021 00:00:00.000 GMT+0300,151.857,152.157,150.809,151.291,186512.6611
07.10.2021 00:00:00.000 GMT+0300,151.278,152.089,151.028,151.947,130002.96929999998
08.10.2021 00:00:00.000 GMT+0300,151.933,152.935,151.892,152.793,154994.19919999997
09.10.2021 00:00:00.000 GMT+0300,152.793,152.793,152.793,152.793,0
10.10.2021 00:00:00.000 GMT+0300,152.793,152.793,152.793,152.793,0
11.10.2021 00:00:00.000 GMT+0300,152.624,154.504,152.624,153.973,135857.15949999998
12.10.2021 00:00:00.000 GMT+0300,154.002,154.822,153.681,154.326,154939.2916
13.10.2021 00:00:00.000 GMT+0300,154.258,154.952,154.110,154.639,161733.4701
14.10.2021 00:00:00.000 GMT+0300,154.624,155.740,154.583,155.401,125243.64999999997
15.10.2021 00:00:00.000 GMT+0300,155.395,157.414,155.365,156.968,148203.4713
16.10.2021 00:00:00.000 GMT+0300,156.968,156.968,156.968,156.968,0
17.10.2021 00:00:00.000 GMT+0300,156.968,156.968,156.968,156.968,0
18.10.2021 00:00:00.000 GMT+0300,156.885,157.379,156.606,156.883,168571.6394
19.10.2021 00:00:00.000 GMT+0300,156.855,158.053,156.829,157.734,144152.5219
20.10.2021 00:00:00.000 GMT+0300,157.723,158.215,157.015,157.997,133857.3293
21.10.2021 00:00:00.000 GMT+0300,157.942,158.201,156.774,157.164,141364.8204
22.10.2021 00:00:00.000 GMT+0300,157.132,157.656,155.924,156.116,170971.37990000006
23.10.2021 00:00:00.000 GMT+0300,156.116,156.116,156.116,156.116,0
24.10.2021 00:00:00.000 GMT+0300,156.116,156.116,156.116,156.116,0
25.10.2021 00:00:00.000 GMT+0300,155.982,156.815,155.982,156.530,158196.9301
26.10.2021 00:00:00.000 GMT+0300,156.511,157.770,156.436,157.090,137930.74010000002
27.10.2021 00:00:00.000 GMT+0300,157.168,157.265,155.703,156.386,182940.63039999997
28.10.2021 00:00:00.000 GMT+0300,156.365,156.702,155.913,156.535,195269.90870000003
29.10.2021 00:00:00.000 GMT+0300,156.598,157.097,155.785,155.964,184365.9899
30.10.2021 00:00:00.000 GMT+0300,155.964,155.964,155.964,155.964,0
31.10.2021 00:00:00.000 GMT+0300,155.964,155.964,155.964,155.964,0
31.10.2021 23:00:00.000 GMT+0200,155.918,156.489,155.604,155.717,153689.87049999996
01.11.2021 23:00:00.000 GMT+0200,155.712,155.885,154.661,155.096,151955.06049999996
02.11.2021 23:00:00.000 GMT+0200,155.129,156.065,154.959,156.012,159314.59080000003
03.11.2021 23:00:00.000 GMT+0200,155.952,156.245,153.115,153.536,176905.1404
04.11.2021 23:00:00.000 GMT+0200,153.422,153.776,152.808,153.015,165360.35
05.11.2021 23:00:00.000 GMT+0200,153.015,153.015,153.015,153.015,0
06.11.2021 23:00:00.000 GMT+0200,153.015,153.015,153.015,153.015,0
08.11.2021 00:00:00.000 GMT+0200,152.756,153.653,152.703,153.533,142739.20070000002
09.11.2021 00:00:00.000 GMT+0200,153.511,153.631,152.737,152.950,163531.83999999997
10.11.2021 00:00:00.000 GMT+0200,152.949,153.738,152.576,152.657,199928.5602
11.11.2021 00:00:00.000 GMT+0200,152.644,153.009,152.392,152.471,137059.07
12.11.2021 00:00:00.000 GMT+0200,152.468,152.932,152.374,152.727,146407.99039999998
13.11.2021 00:00:00.000 GMT+0200,152.727,152.727,152.727,152.727,0
14.11.2021 00:00:00.000 GMT+0200,152.727,152.727,152.727,152.727,0
15.11.2021 00:00:00.000 GMT+0200,152.830,153.278,152.625,153.034,130780.73010000002
16.11.2021 00:00:00.000 GMT+0200,153.010,154.183,152.984,154.155,155738.14839999998
17.11.2021 00:00:00.000 GMT+0200,154.153,154.731,153.734,153.929,163690.6298
18.11.2021 00:00:00.000 GMT+0200,153.894,154.273,153.648,154.167,136665.62960000001
19.11.2021 00:00:00.000 GMT+0200,154.171,154.447,152.514,153.244,203199.1688
20.11.2021 00:00:00.000 GMT+0200,153.244,153.244,153.244,153.244,0
21.11.2021 00:00:00.000 GMT+0200,153.244,153.244,153.244,153.244,0
22.11.2021 00:00:00.000 GMT+0200,153.129,154.053,153.090,153.854,173084.13030000002
23.11.2021 00:00:00.000 GMT+0200,153.854,154.212,153.278,153.983,168396.45889999997
24.11.2021 00:00:00.000 GMT+0200,153.866,154.145,153.362,153.781,164985.09809999997
25.11.2021 00:00:00.000 GMT+0200,153.787,154.058,153.410,153.654,130697.9202
26.11.2021 00:00:00.000 GMT+0200,153.561,153.669,150.696,150.781,307638.81820000004
27.11.2021 00:00:00.000 GMT+0200,150.781,150.781,150.781,150.781,0
28.11.2021 00:00:00.000 GMT+0200,150.781,150.781,150.781,150.781,0
29.11.2021 00:00:00.000 GMT+0200,151.203,151.912,150.684,151.125,208307.4586
30.11.2021 00:00:00.000 GMT+0200,151.100,151.624,149.722,150.450,306789.9603
01.12.2021 00:00:00.000 GMT+0200,150.438,151.432,149.616,149.700,229241.4227
02.12.2021 00:00:00.000 GMT+0200,149.520,150.792,149.520,150.504,214015.9895
03.12.2021 00:00:00.000 GMT+0200,150.469,150.752,148.975,149.229,199662.35969999997
04.12.2021 00:00:00.000 GMT+0200,149.229,149.229,149.229,149.229,0
05.12.2021 00:00:00.000 GMT+0200,149.229,149.229,149.229,149.229,0
06.12.2021 00:00:00.000 GMT+0200,149.209,150.602,149.182,150.459,169053.0715
07.12.2021 00:00:00.000 GMT+0200,150.451,151.125,150.120,150.370,140671.80120000002
08.12.2021 00:00:00.000 GMT+0200,150.356,150.695,149.357,150.095,174974.11010000002
09.12.2021 00:00:00.000 GMT+0200,150.029,150.315,149.485,149.979,122847.0415
10.12.2021 00:00:00.000 GMT+0200,149.879,150.509,149.667,150.445,157465.2898
11.12.2021 00:00:00.000 GMT+0200,150.445,150.445,150.445,150.445,0
12.12.2021 00:00:00.000 GMT+0200,150.445,150.445,150.445,150.445,0
13.12.2021 00:00:00.000 GMT+0200,150.305,150.752,149.869,150.011,128693.23029999997
14.12.2021 00:00:00.000 GMT+0200,150.068,150.577,149.762,150.416,132743.9081
15.12.2021 00:00:00.000 GMT+0200,150.336,151.307,150.273,151.197,169591.88019999999
16.12.2021 00:00:00.000 GMT+0200,151.089,152.631,151.062,151.406,185597.11979999996
17.12.2021 00:00:00.000 GMT+0200,151.391,151.710,150.424,150.474,172276.5787
18.12.2021 00:00:00.000 GMT+0200,150.474,150.474,150.474,150.474,0
19.12.2021 00:00:00.000 GMT+0200,150.474,150.474,150.474,150.474,0
20.12.2021 00:00:00.000 GMT+0200,150.449,150.548,149.521,150.027,192723.47119999997
21.12.2021 00:00:00.000 GMT+0200,150.012,151.408,149.886,151.295,125392.78909999998
22.12.2021 00:00:00.000 GMT+0200,151.342,152.577,151.099,152.244,126379.38169999997
23.12.2021 00:00:00.000 GMT+0200,152.301,153.705,152.190,153.335,112883.12889999997
24.12.2021 00:00:00.000 GMT+0200,153.267,153.552,152.963,153.182,249704.8093
25.12.2021 00:00:00.000 GMT+0200,153.182,153.182,153.182,153.182,0
26.12.2021 00:00:00.000 GMT+0200,153.182,153.182,153.182,153.182,0
27.12.2021 00:00:00.000 GMT+0200,153.035,154.457,152.933,154.328,63575.35050000001
28.12.2021 00:00:00.000 GMT+0200,154.306,154.580,153.998,154.173,83720.2898
29.12.2021 00:00:00.000 GMT+0200,154.122,155.131,154.049,155.001,183821.11059999999
30.12.2021 00:00:00.000 GMT+0200,154.924,155.663,154.892,155.308,106575.64950000003
31.12.2021 00:00:00.000 GMT+0200,155.241,156.009,154.993,155.543,100622.12049999999
01.01.2022 00:00:00.000 GMT+0200,155.543,155.543,155.543,155.543,0
02.01.2022 00:00:00.000 GMT+0200,155.543,155.543,155.543,155.543,0
03.01.2022 00:00:00.000 GMT+0200,155.466,155.916,154.883,155.400,118221.36899999999
04.01.2022 00:00:00.000 GMT+0200,155.328,157.426,155.214,157.096,151952.08010000002
05.01.2022 00:00:00.000 GMT+0200,157.023,157.766,156.572,157.346,159267.0501
06.01.2022 00:00:00.000 GMT+0200,157.312,157.466,156.082,156.678,147279.9107
07.01.2022 00:00:00.000 GMT+0200,156.662,157.179,156.660,157.004,130519.93809999998
08.01.2022 00:00:00.000 GMT+0200,157.004,157.004,157.004,157.004,0
09.01.2022 00:00:00.000 GMT+0200,157.004,157.004,157.004,157.004,0
10.01.2022 00:00:00.000 GMT+0200,156.737,157.372,155.943,156.335,125418.2696
11.01.2022 00:00:00.000 GMT+0200,156.259,157.310,156.237,157.181,139086.23979999998
12.01.2022 00:00:00.000 GMT+0200,157.179,157.705,156.752,157.016,134454.0409
13.01.2022 00:00:00.000 GMT+0200,157.001,157.458,156.305,156.451,140068.33020000003
14.01.2022 00:00:00.000 GMT+0200,156.476,156.614,155.453,156.116,179514.3906
15.01.2022 00:00:00.000 GMT+0200,156.116,156.116,156.116,156.116,0
16.01.2022 00:00:00.000 GMT+0200,156.116,156.116,156.116,156.116,0
17.01.2022 00:00:00.000 GMT+0200,156.005,156.714,155.985,156.375,106785.9101
18.01.2022 00:00:00.000 GMT+0200,156.355,156.899,155.472,155.766,177085.06110000008
19.01.2022 00:00:00.000 GMT+0200,155.763,156.229,155.396,155.600,165839.4203
20.01.2022 00:00:00.000 GMT+0200,155.587,156.060,155.102,155.123,158252.7806
21.01.2022 00:00:00.000 GMT+0200,155.076,155.199,153.905,154.036,181094.84959999996
22.01.2022 00:00:00.000 GMT+0200,154.036,154.036,154.036,154.036,0
23.01.2022 00:00:00.000 GMT+0200,154.036,154.036,154.036,154.036,0
24.01.2022 00:00:00.000 GMT+0200,153.996,154.484,152.899,153.678,225655.1494
25.01.2022 00:00:00.000 GMT+0200,153.641,154.011,153.114,153.693,227693.22920000003
26.01.2022 00:00:00.000 GMT+0200,153.719,154.733,153.668,154.363,207430.22139999998
27.01.2022 00:00:00.000 GMT+0200,154.362,154.716,153.817,154.357,254686.12229999996
28.01.2022 00:00:00.000 GMT+0200,154.299,154.953,154.086,154.351,223722.73019999996
29.01.2022 00:00:00.000 GMT+0200,154.351,154.351,154.351,154.351,0
30.01.2022 00:00:00.000 GMT+0200,154.351,154.351,154.351,154.351,0
31.01.2022 00:00:00.000 GMT+0200,154.411,155.327,154.368,154.752,201460.1116
01.02.2022 00:00:00.000 GMT+0200,154.590,155.202,154.483,155.060,171644.75050000005
02.02.2022 00:00:00.000 GMT+0200,154.957,155.434,154.805,155.350,164146.2096
03.02.2022 00:00:00.000 GMT+0200,155.305,156.498,155.041,156.275,212610.23819999996
04.02.2022 00:00:00.000 GMT+0200,156.268,156.501,155.557,155.820,213111.81889999998
05.02.2022 00:00:00.000 GMT+0200,155.820,155.820,155.820,155.820,0
06.02.2022 00:00:00.000 GMT+0200,155.820,155.820,155.820,155.820,0
07.02.2022 00:00:00.000 GMT+0200,156.027,156.162,155.130,155.740,176720.26870000002
08.02.2022 00:00:00.000 GMT+0200,155.732,156.719,155.558,156.428,178334.5703
09.02.2022 00:00:00.000 GMT+0200,156.428,156.854,156.192,156.330,150037.75029999999
10.02.2022 00:00:00.000 GMT+0200,156.330,158.062,156.243,157.221,241360.5001
11.02.2022 00:00:00.000 GMT+0200,157.235,157.705,155.857,156.496,261060.47029999996
12.02.2022 00:00:00.000 GMT+0200,156.496,156.496,156.496,156.496,0
13.02.2022 00:00:00.000 GMT+0200,156.496,156.496,156.496,156.496,0
14.02.2022 00:00:00.000 GMT+0200,156.323,156.858,155.302,156.311,264915.531
15.02.2022 00:00:00.000 GMT+0200,156.209,156.824,155.962,156.441,201756.63969999997
16.02.2022 00:00:00.000 GMT+0200,156.445,157.111,156.346,156.839,177671.8896
17.02.2022 00:00:00.000 GMT+0200,156.748,156.992,156.044,156.460,236758.7719
18.02.2022 00:00:00.000 GMT+0200,156.456,157.287,156.211,156.216,210147.8207
19.02.2022 00:00:00.000 GMT+0200,156.216,156.216,156.216,156.216,0
20.02.2022 00:00:00.000 GMT+0200,156.216,156.216,156.216,156.216,0
21.02.2022 00:00:00.000 GMT+0200,156.227,156.746,155.982,155.996,164037.35120000003
22.02.2022 00:00:00.000 GMT+0200,156.003,156.507,155.510,156.273,239142.5518
23.02.2022 00:00:00.000 GMT+0200,156.201,156.770,155.600,155.750,169702.4606
24.02.2022 00:00:00.000 GMT+0200,155.751,155.884,153.362,154.467,382352.5404
25.02.2022 00:00:00.000 GMT+0200,154.473,155.177,154.151,154.832,264499.0614
26.02.2022 00:00:00.000 GMT+0200,154.832,154.832,154.832,154.832,0
27.02.2022 00:00:00.000 GMT+0200,154.832,154.832,154.832,154.832,0
28.02.2022 00:00:00.000 GMT+0200,153.978,154.990,153.858,154.243,259298.32019999996
01.03.2022 00:00:00.000 GMT+0200,154.295,154.686,152.656,153.110,218492.3091
02.03.2022 00:00:00.000 GMT+0200,152.968,154.919,152.811,154.844,243946.4181
03.03.2022 00:00:00.000 GMT+0200,154.816,155.224,153.861,154.076,212959.99149999995
04.03.2022 00:00:00.000 GMT+0200,154.061,154.216,151.462,151.932,245790.46709999998
05.03.2022 00:00:00.000 GMT+0200,151.932,151.932,151.932,151.932,0
06.03.2022 00:00:00.000 GMT+0200,151.932,151.932,151.932,151.932,0
07.03.2022 00:00:00.000 GMT+0200,151.941,152.228,151.031,151.049,301390.41890000005
08.03.2022 00:00:00.000 GMT+0200,151.059,152.007,150.975,151.487,276809.1725
09.03.2022 00:00:00.000 GMT+0200,151.469,152.777,151.404,152.694,211040.1089
10.03.2022 00:00:00.000 GMT+0200,152.648,152.991,151.877,151.930,208012.5802
11.03.2022 00:00:00.000 GMT+0200,151.937,153.397,151.885,152.887,224106.12949999998
12.03.2022 00:00:00.000 GMT+0200,152.887,152.887,152.887,152.887,0
13.03.2022 00:00:00.000 GMT+0200,152.887,152.887,152.887,152.887,0
13.03.2022 23:00:00.000 GMT+0200,152.932,154.187,152.831,153.639,195322.33729999998
14.03.2022 23:00:00.000 GMT+0200,153.638,154.686,153.225,154.256,216250.4701
15.03.2022 23:00:00.000 GMT+0200,154.240,156.134,154.093,156.057,222383.0525
16.03.2022 23:00:00.000 GMT+0200,156.061,156.702,155.449,155.912,222490.2605
17.03.2022 23:00:00.000 GMT+0200,155.897,157.222,155.854,156.962,183098.7797
18.03.2022 23:00:00.000 GMT+0200,156.962,156.962,156.962,156.962,0
19.03.2022 23:00:00.000 GMT+0200,156.962,156.962,156.962,156.962,0
20.03.2022 23:00:00.000 GMT+0200,156.815,157.503,156.370,157.285,151943.54020000002
21.03.2022 23:00:00.000 GMT+0200,157.271,160.232,157.199,160.147,225284.0686
22.03.2022 23:00:00.000 GMT+0200,160.133,161.093,159.032,159.943,205646.1701
23.03.2022 23:00:00.000 GMT+0200,159.914,161.402,159.580,161.319,213791.42980000004
24.03.2022 23:00:00.000 GMT+0200,161.313,161.491,159.847,160.832,239283.95079999996
26.03.2022 00:00:00.000 GMT+0300,160.832,160.832,160.832,160.832,0
27.03.2022 00:00:00.000 GMT+0300,160.832,160.832,160.832,160.832,0
28.03.2022 00:00:00.000 GMT+0300,160.676,164.627,160.669,162.208,330315.6602
29.03.2022 00:00:00.000 GMT+0300,161.919,162.706,160.252,160.849,328088.1379999999
30.03.2022 00:00:00.000 GMT+0300,160.712,161.359,159.035,159.979,321764.2734
31.03.2022 00:00:00.000 GMT+0300,159.939,160.873,159.433,159.905,321658.05889999995
01.04.2022 00:00:00.000 GMT+0300,159.741,161.181,159.640,160.608,270138.1604
02.04.2022 00:00:00.000 GMT+0300,160.608,160.608,160.608,160.608,0
03.04.2022 00:00:00.000 GMT+0300,160.608,160.608,160.608,160.608,0
04.04.2022 00:00:00.000 GMT+0300,160.560,161.300,160.272,160.994,193627.29769999997
05.04.2022 00:00:00.000 GMT+0300,160.985,161.966,160.500,161.550,225633.83930000002
06.04.2022 00:00:00.000 GMT+0300,161.551,162.271,161.409,161.736,270290.65939999995
07.04.2022 00:00:00.000 GMT+0300,161.653,162.262,161.394,161.994,228365.89040000003
08.04.2022 00:00:00.000 GMT+0300,162.034,162.351,161.640,161.978,231704.55819999997
09.04.2022 00:00:00.000 GMT+0300,161.978,161.978,161.978,161.978,0
10.04.2022 00:00:00.000 GMT+0300,161.978,161.978,161.978,161.978,0
11.04.2022 00:00:00.000 GMT+0300,161.524,163.840,161.524,163.306,261327.43090000004
12.04.2022 00:00:00.000 GMT+0300,163.295,163.623,162.784,162.939,278950.78160000005
13.04.2022 00:00:00.000 GMT+0300,162.939,164.834,162.889,164.721,290095.24249999993
14.04.2022 00:00:00.000 GMT+0300,164.627,164.848,164.028,164.588,289483.4516
15.04.2022 00:00:00.000 GMT+0300,164.524,165.406,164.282,164.948,449134.0951
16.04.2022 00:00:00.000 GMT+0300,164.948,164.948,164.948,164.948,0
17.04.2022 00:00:00.000 GMT+0300,164.948,164.948,164.948,164.948,0
18.04.2022 00:00:00.000 GMT+0300,164.903,165.418,164.633,165.216,187641.06020000004
19.04.2022 00:00:00.000 GMT+0300,165.181,167.607,165.130,167.483,282591.5695
20.04.2022 00:00:00.000 GMT+0300,167.426,168.423,166.424,167.073,329933.62769999995
21.04.2022 00:00:00.000 GMT+0300,166.873,167.904,166.766,167.179,295043.4494
22.04.2022 00:00:00.000 GMT+0300,167.197,167.580,164.797,164.996,328688.049
23.04.2022 00:00:00.000 GMT+0300,164.996,164.996,164.996,164.996,0
24.04.2022 00:00:00.000 GMT+0300,164.996,164.996,164.996,164.996,0
25.04.2022 00:00:00.000 GMT+0300,164.757,165.309,162.049,163.220,364265.24850000005
26.04.2022 00:00:00.000 GMT+0300,163.222,163.593,159.912,159.915,368636.1287
27.04.2022 00:00:00.000 GMT+0300,159.875,161.382,159.621,161.027,367389.1187
28.04.2022 00:00:00.000 GMT+0300,161.031,164.246,160.876,162.896,421273.18
29.04.2022 00:00:00.000 GMT+0300,162.786,163.983,162.382,163.188,349482.8681
30.04.2022 00:00:00.000 GMT+0300,163.188,163.188,163.188,163.188,0
01.05.2022 00:00:00.000 GMT+0300,163.188,163.188,163.188,163.188,0
02.05.2022 00:00:00.000 GMT+0300,163.195,163.882,162.280,162.543,291121.9795
03.05.2022 00:00:00.000 GMT+0300,162.476,163.406,162.347,162.597,265943.30830000003
04.05.2022 00:00:00.000 GMT+0300,162.597,163.186,161.775,163.028,269779.1511
05.05.2022 00:00:00.000 GMT+0300,162.923,163.567,160.436,160.820,376239.71160000004
06.05.2022 00:00:00.000 GMT+0300,160.820,161.600,160.310,160.994,394920.2297999999
07.05.2022 00:00:00.000 GMT+0300,160.994,160.994,160.994,160.994,0
08.05.2022 00:00:00.000 GMT+0300,160.994,160.994,160.994,160.994,0
09.05.2022 00:00:00.000 GMT+0300,161.054,162.179,160.155,160.620,358051.2559
10.05.2022 00:00:00.000 GMT+0300,160.598,161.513,160.034,160.614,402037.77369999996
11.05.2022 00:00:00.000 GMT+0300,160.580,161.304,158.833,159.132,376780.3815
12.05.2022 00:00:00.000 GMT+0300,159.056,159.289,155.594,156.504,463642.2713
13.05.2022 00:00:00.000 GMT+0300,156.404,158.488,156.385,158.394,346133.6295999999
14.05.2022 00:00:00.000 GMT+0300,158.394,158.394,158.394,158.394,0
15.05.2022 00:00:00.000 GMT+0300,158.394,158.394,158.394,158.394,0
16.05.2022 00:00:00.000 GMT+0300,158.106,159.271,157.426,159.072,284857.2191
17.05.2022 00:00:00.000 GMT+0300,158.993,161.846,158.794,161.545,284100.1173000001
18.05.2022 00:00:00.000 GMT+0300,161.545,161.774,158.062,158.175,274637.6017
19.05.2022 00:00:00.000 GMT+0300,158.134,159.915,157.871,159.333,410844.1801
20.05.2022 00:00:00.000 GMT+0300,159.232,160.195,158.725,159.685,360986.47709999996
21.05.2022 00:00:00.000 GMT+0300,159.685,159.685,159.685,159.685,0
22.05.2022 00:00:00.000 GMT+0300,159.685,159.685,159.685,159.685,0
23.05.2022 00:00:00.000 GMT+0300,159.459,161.003,159.287,160.966,283013.83099999995
24.05.2022 00:00:00.000 GMT+0300,160.975,160.980,157.986,158.914,294754.7117
25.05.2022 00:00:00.000 GMT+0300,158.850,160.297,158.383,160.032,306724.5437
26.05.2022 00:00:00.000 GMT+0300,159.841,160.826,159.011,160.135,271377.92
27.05.2022 00:00:00.000 GMT+0300,159.834,160.648,159.755,160.505,241308.45260000005
28.05.2022 00:00:00.000 GMT+0300,160.505,160.505,160.505,160.505,0
29.05.2022 00:00:00.000 GMT+0300,160.505,160.505,160.505,160.505,0
30.05.2022 00:00:00.000 GMT+0300,160.255,161.514,160.255,161.416,185577.6894
31.05.2022 00:00:00.000 GMT+0300,161.292,162.351,160.936,162.121,345105.02019999997
01.06.2022 00:00:00.000 GMT+0300,162.004,163.318,161.965,162.418,283477.1899
02.06.2022 00:00:00.000 GMT+0300,162.420,163.419,162.107,163.286,237891.51189999992
03.06.2022 00:00:00.000 GMT+0300,163.226,164.089,163.054,163.369,217998.95930000002
04.06.2022 00:00:00.000 GMT+0300,163.369,163.369,163.369,163.369,0
05.06.2022 00:00:00.000 GMT+0300,163.369,163.369,163.369,163.369,0
06.06.2022 00:00:00.000 GMT+0300,163.420,165.462,162.906,165.221,235122.42159999997
07.06.2022 00:00:00.000 GMT+0300,165.215,167.107,165.173,166.898,307564.89869999996
08.06.2022 00:00:00.000 GMT+0300,166.893,168.527,166.862,168.224,308543.7090000001
09.06.2022 00:00:00.000 GMT+0300,168.217,168.720,166.695,167.802,352461.6618
10.06.2022 00:00:00.000 GMT+0300,167.748,168.024,165.165,165.439,331434.2786
11.06.2022 00:00:00.000 GMT+0300,165.439,165.439,165.439,165.439,0
12.06.2022 00:00:00.000 GMT+0300,165.439,165.439,165.439,165.439,0
13.06.2022 00:00:00.000 GMT+0300,165.393,166.119,162.244,163.034,425717.4195
14.06.2022 00:00:00.000 GMT+0300,163.030,164.308,161.332,162.476,459594.4603
15.06.2022 00:00:00.000 GMT+0300,162.453,163.151,161.722,162.920,481919.9187
16.06.2022 00:00:00.000 GMT+0300,162.870,163.792,159.983,163.236,517760.9584
17.06.2022 00:00:00.000 GMT+0300,163.235,166.217,162.966,164.898,519613.7737999999
18.06.2022 00:00:00.000 GMT+0300,164.898,164.898,164.898,164.898,0
19.06.2022 00:00:00.000 GMT+0300,164.898,164.898,164.898,164.898,0
20.06.2022 00:00:00.000 GMT+0300,164.866,165.652,164.465,165.426,336266.6785
21.06.2022 00:00:00.000 GMT+0300,165.130,167.818,165.130,167.770,349266.20719999995
22.06.2022 00:00:00.000 GMT+0300,167.582,167.835,165.759,167.036,389682.7451
23.06.2022 00:00:00.000 GMT+0300,167.001,167.039,164.652,165.390,411930.7012
24.06.2022 00:00:00.000 GMT+0300,165.315,166.305,164.800,165.904,351928.7099000001
25.06.2022 00:00:00.000 GMT+0300,165.904,165.904,165.904,165.904,0
26.06.2022 00:00:00.000 GMT+0300,165.904,165.904,165.904,165.904,0
27.06.2022 00:00:00.000 GMT+0300,165.530,166.523,165.122,166.079,351540.45279999997
28.06.2022 00:00:00.000 GMT+0300,166.073,166.928,165.713,165.782,381243.57000000007
29.06.2022 00:00:00.000 GMT+0300,165.784,166.337,165.402,165.546,412967.9786000001
30.06.2022 00:00:00.000 GMT+0300,165.528,165.816,164.801,165.207,389102.6598
01.07.2022 00:00:00.000 GMT+0300,165.180,165.309,161.566,163.526,415623.8691
02.07.2022 00:00:00.000 GMT+0300,163.526,163.526,163.526,163.526,0
03.07.2022 00:00:00.000 GMT+0300,163.526,163.526,163.526,163.526,0
04.07.2022 00:00:00.000 GMT+0300,163.687,164.742,162.996,164.173,264008.38009999995
05.07.2022 00:00:00.000 GMT+0300,164.094,165.273,161.580,162.373,398825.27139999997
06.07.2022 00:00:00.000 GMT+0300,162.189,162.577,160.387,162.042,443560.98199999984
07.07.2022 00:00:00.000 GMT+0300,161.920,163.623,161.575,163.486,360427.6317000001
08.07.2022 00:00:00.000 GMT+0300,163.448,163.927,161.815,163.682,386848.67909999995
09.07.2022 00:00:00.000 GMT+0300,163.682,163.682,163.682,163.682,0
10.07.2022 00:00:00.000 GMT+0300,163.682,163.682,163.682,163.682,0
11.07.2022 00:00:00.000 GMT+0300,163.495,164.463,163.035,163.362,329796.4211
12.07.2022 00:00:00.000 GMT+0300,163.326,163.545,161.824,162.661,388959.32029999996
13.07.2022 00:00:00.000 GMT+0300,162.647,164.114,162.348,163.322,400932.69330000004
14.07.2022 00:00:00.000 GMT+0300,163.254,165.185,163.072,164.242,463111.3981
15.07.2022 00:00:00.000 GMT+0300,164.221,164.694,163.644,164.284,357170.3278000001
16.07.2022 00:00:00.000 GMT+0300,164.284,164.284,164.284,164.284,0
17.07.2022 00:00:00.000 GMT+0300,164.284,164.284,164.284,164.284,0
18.07.2022 00:00:00.000 GMT+0300,164.325,166.089,164.160,165.060,324420.4513
19.07.2022 00:00:00.000 GMT+0300,164.949,165.976,164.712,165.725,355392.6291
20.07.2022 00:00:00.000 GMT+0300,165.659,166.239,165.126,165.581,333813.85709999996
21.07.2022 00:00:00.000 GMT+0300,165.448,165.977,164.531,164.811,418735.78740000003
22.07.2022 00:00:00.000 GMT+0300,164.660,165.141,162.994,163.308,418588.6421
23.07.2022 00:00:00.000 GMT+0300,163.308,163.308,163.308,163.308,0
24.07.2022 00:00:00.000 GMT+0300,163.308,163.308,163.308,163.308,0
25.07.2022 00:00:00.000 GMT+0300,163.231,165.085,162.986,164.536,337191.93110000005
26.07.2022 00:00:00.000 GMT+0300,164.308,164.960,163.466,164.689,325749.41180000006
27.07.2022 00:00:00.000 GMT+0300,164.519,166.330,164.519,165.990,351209.5268
28.07.2022 00:00:00.000 GMT+0300,165.904,166.076,162.856,163.453,420067.19049999997
29.07.2022 00:00:00.000 GMT+0300,163.437,163.891,161.526,162.226,447154.27800000005
30.07.2022 00:00:00.000 GMT+0300,162.226,162.226,162.226,162.226,0
31.07.2022 00:00:00.000 GMT+0300,162.226,162.226,162.226,162.226,0
01.08.2022 00:00:00.000 GMT+0300,161.981,162.495,161.031,161.176,407146.611
02.08.2022 00:00:00.000 GMT+0300,161.210,161.999,159.432,161.950,495219.8638
03.08.2022 00:00:00.000 GMT+0300,161.872,163.055,161.201,162.535,489495.5178
04.08.2022 00:00:00.000 GMT+0300,162.478,163.927,161.111,161.601,401966.3588
05.08.2022 00:00:00.000 GMT+0300,161.493,163.362,161.105,162.925,391968.0488
06.08.2022 00:00:00.000 GMT+0300,162.925,162.925,162.925,162.925,0
07.08.2022 00:00:00.000 GMT+0300,162.925,162.925,162.925,162.925,0
08.08.2022 00:00:00.000 GMT+0300,162.867,163.836,162.557,163.090,345932.99860000005
09.08.2022 00:00:00.000 GMT+0300,163.042,163.663,162.613,163.156,293470.1352
10.08.2022 00:00:00.000 GMT+0300,163.058,163.580,161.671,162.262,375674.43100000004
11.08.2022 00:00:00.000 GMT+0300,162.333,162.442,161.254,162.402,417857.54059999995
12.08.2022 00:00:00.000 GMT+0300,162.221,162.784,161.797,161.898,338221.183
13.08.2022 00:00:00.000 GMT+0300,161.898,161.898,161.898,161.898,0
14.08.2022 00:00:00.000 GMT+0300,161.898,161.898,161.898,161.898,0
15.08.2022 00:00:00.000 GMT+0300,161.745,162.069,160.337,160.674,304263.28180000006
16.08.2022 00:00:00.000 GMT+0300,160.659,162.737,160.077,162.288,326639.2613
